,Cell_label,silhouette_score
876180_Aged2_876180_4,CD8+ effector memory T cells,0.39668912682970636
870544_Aged2_870544_4,GammaDelta T cells,0.34656533074454116
802895_Aged2_802895_4,CD8+ effector memory T cells,-0.2740651520954499
766505_Aged2_766505_4,Pre-B cells,0.398104042659064
503658_Aged2_503658_4,CD8+CD103+ tissue resident memory T cells,-0.5084996466236759
641660_Aged2_641660_4,CD4+ memory T cells,-0.007720355956307028
731637_Aged2_731637_4,CD4+ memory T cells,0.024416782508815498
184817_Aged2_184817_4,CD4+ naive T cells,0.2963061122938314
216478_Aged2_216478_4,Nonswitched memory B cells,0.21542358571849654
218872_Aged2_218872_4,CD4+ memory T cells,0.31909850948682156
127838_Aged2_127838_4,CD4+ memory T cells,0.3174303600512774
803606_Aged2_803606_4,HSCs & MPPs,0.03947777207891505
478958_Aged2_478958_4,CD8+ effector memory T cells,-0.014746009772759963
529180_Aged2_529180_4,Nonswitched memory B cells,0.15725186567113125
401097_Aged2_401097_4,CD4+ memory T cells,0.011046264698802028
225318_Aged2_225318_4,HSCs & MPPs,0.5822239793841192
836352_Aged2_836352_4,CD8+CD103+ tissue resident memory T cells,-0.2900864019806925
666682_Aged2_666682_4,Class switched memory B cells,-0.10585686826806968
46996_Aged2_46996_4,CD8+CD103+ tissue resident memory T cells,0.05833009305648374
780824_Aged2_780824_4,CD4+ memory T cells,0.33614337651764165
530670_Aged2_530670_4,CD8+ effector memory T cells,0.05846214808909595
558439_Aged2_558439_4,CD8+CD103+ tissue resident memory T cells,-0.5527754737899375
3600_Aged2_3600_4,Mature naive B cells,0.37657465227623865
524211_Aged2_524211_4,CD8+ effector memory T cells,0.21992447752282257
29193_Aged2_29193_4,CD4+ memory T cells,-0.2970909158558358
20542_Aged2_20542_4,CD4+ memory T cells,0.2960844798782789
40521_Aged2_40521_4,HSCs & MPPs,0.2701028873846872
683589_Aged2_683589_4,CD8+CD103+ tissue resident memory T cells,-0.06127103268310604
399442_Aged2_399442_4,CD4+ memory T cells,0.12519027504309507
425661_Aged2_425661_4,CD4+ memory T cells,0.2955726413307015
459694_Aged2_459694_4,CD8+ effector memory T cells,-0.23263586942837566
813918_Aged2_813918_4,CD4+ memory T cells,0.15062009571197094
383087_Aged2_383087_4,GammaDelta T cells,0.1442814200650708
245867_Aged2_245867_4,CD8+CD103+ tissue resident memory T cells,-0.3945853302917161
287123_Aged2_287123_4,CD4+ naive T cells,0.0535205625231404
180103_Aged2_180103_4,CD8+ effector memory T cells,-0.1331216495963035
258506_Aged2_258506_4,CD4+ memory T cells,-0.424205680184978
456820_Aged2_456820_4,Mature naive B cells,0.29474236693088046
798553_Aged2_798553_4,CD56dimCD16+ NK cells,-0.325869091897532
138813_Aged2_138813_4,CD8+ effector memory T cells,0.39701766119621273
542721_Aged2_542721_4,CD8+ effector memory T cells,0.28994794249098627
386636_Aged2_386636_4,Nonswitched memory B cells,0.23894993906656575
657874_Aged2_657874_4,CD56dimCD16+ NK cells,-0.32600766022243505
836048_Aged2_836048_4,CD8+CD103+ tissue resident memory T cells,-0.5030495583089464
592090_Aged2_592090_4,Mature naive B cells,0.230903875616614
307512_Aged2_307512_4,CD4+ memory T cells,-0.11828417240023752
594686_Aged2_594686_4,CD4+ memory T cells,0.3867464664352986
517695_Aged2_517695_4,CD4+ memory T cells,-0.10005019362920477
319258_Aged2_319258_4,CD4+ memory T cells,-0.05452970580671029
792571_Aged2_792571_4,CD4+ memory T cells,0.16886227951051508
90288_Aged2_90288_4,Class switched memory B cells,0.006790573573472085
851012_Aged2_851012_4,CD8+ effector memory T cells,0.027205205970400825
65095_Aged2_65095_4,CD4+ memory T cells,0.18926650096083966
183033_Aged2_183033_4,Nonswitched memory B cells,-0.3631568043671859
509846_Aged2_509846_4,CD4+ memory T cells,0.0620788253397032
594017_Aged2_594017_4,CD4+ memory T cells,0.2718965612459669
48876_Aged2_48876_4,Non-classical monocytes,0.747066982388298
283250_Aged2_283250_4,CD8+ effector memory T cells,0.05328702803958207
221065_Aged2_221065_4,Nonswitched memory B cells,-0.009379632548491324
699008_Aged2_699008_4,Mature naive B cells,0.22990996505561442
579675_Aged2_579675_4,CD4+ memory T cells,-0.07408307349699124
252568_Aged2_252568_4,CD4+ memory T cells,0.16233070350116008
180401_Aged2_180401_4,CD8+ effector memory T cells,-0.03939956285917046
636239_Aged2_636239_4,CD8+ effector memory T cells,-0.7949850834505257
385660_Aged2_385660_4,CD4+ memory T cells,0.30185240000514224
689182_Aged2_689182_4,CD56dimCD16+ NK cells,-0.1566461787365913
274831_Aged2_274831_4,Nonswitched memory B cells,0.22596635282287467
432551_Aged2_432551_4,Pro-B cells,0.19946773388996533
171267_Aged2_171267_4,Mature naive B cells,0.26979924073431744
418342_Aged2_418342_4,Mature naive B cells,0.12035511903347304
650305_Aged2_650305_4,CD8+ effector memory T cells,0.2558086354624247
837691_Aged2_837691_4,Mature naive B cells,0.20537262122103236
541918_Aged2_541918_4,CD8+ effector memory T cells,0.4103378034707252
678343_Aged2_678343_4,CD56dimCD16+ NK cells,-0.23414942326453553
450780_Aged2_450780_4,CD8+ effector memory T cells,-0.3218057505679121
221490_Aged2_221490_4,Nonswitched memory B cells,0.1681407419202535
835808_Aged2_835808_4,CD8+ effector memory T cells,-0.2950632266901975
124520_Aged2_124520_4,CD4+ memory T cells,-0.22852572968045468
840820_Aged2_840820_4,CD8+ effector memory T cells,0.4244139970400186
748_Aged2_748_4,NK T cells,0.11858950525750195
812827_Aged2_812827_4,CD4+ memory T cells,0.12359248479028509
482222_Aged2_482222_4,Pro-B cells,-0.08089280528352241
876882_Aged2_876882_4,Nonswitched memory B cells,0.2566212891110882
406837_Aged2_406837_4,CD8+ effector memory T cells,-0.007812648970640363
705154_Aged2_705154_4,Mature naive B cells,0.34505126151194737
303060_Aged2_303060_4,CD8+CD103+ tissue resident memory T cells,-0.4449737682279621
560458_Aged2_560458_4,CD8+ effector memory T cells,0.10308560805212748
1005_Aged2_1005_4,Plasmacytoid dendritic cells,0.7281314420441525
153020_Aged2_153020_4,CD56dimCD16+ NK cells,-0.1888945673198147
7696_Aged2_7696_4,CD4+ memory T cells,0.29945504971335024
424570_Aged2_424570_4,Mature naive B cells,0.3447619530837509
576793_Aged2_576793_4,CD8+ effector memory T cells,-0.1882689883999702
123871_Aged2_123871_4,CD8+ effector memory T cells,0.4034927403567549
788047_Aged2_788047_4,CD8+ effector memory T cells,-0.03649703997044034
549570_Aged2_549570_4,CD8+ effector memory T cells,0.19311344510284364
162319_Aged2_162319_4,Nonswitched memory B cells,-0.09762464357206516
654302_Aged2_654302_4,Mature naive B cells,0.14160748911335996
481033_Aged2_481033_4,CD4+ memory T cells,-0.30653219214022276
399967_Aged2_399967_4,CD4+ memory T cells,-0.21879351884039097
77405_Aged2_77405_4,CD56brightCD16- NK cells,0.39225035419453064
194449_Aged2_194449_4,CD8+ effector memory T cells,0.16311390622399147
600855_Aged2_600855_4,CD8+CD103+ tissue resident memory T cells,-0.5654785016431736
121025_Aged2_121025_4,CD56dimCD16+ NK cells,-0.1902420333633602
768380_Aged2_768380_4,CD4+ naive T cells,0.1067207463735221
480780_Aged2_480780_4,CD4+ memory T cells,0.23322117228563247
9845_Aged2_9845_4,CD8+ effector memory T cells,0.07622185593827821
50431_Aged2_50431_4,Mature naive B cells,0.3414181446768845
559762_Aged2_559762_4,CD8+ effector memory T cells,0.0860002500644136
126202_Aged2_126202_4,CD4+ memory T cells,0.3594943660908768
613491_Aged2_613491_4,Nonswitched memory B cells,0.2540970836199482
371645_Aged2_371645_4,Nonswitched memory B cells,0.31320023835052435
121150_Aged2_121150_4,CD8+ effector memory T cells,-0.7516025154413266
244974_Aged2_244974_4,HSCs & MPPs,0.6004659210774026
839263_Aged2_839263_4,CD8+ naive T cells,0.38030186288916695
310972_Aged2_310972_4,CD4+ memory T cells,0.20133307314795576
344546_Aged2_344546_4,CD4+ memory T cells,0.2398756406460835
686006_Aged2_686006_4,CD4+ memory T cells,-0.06263905354549015
807823_Aged2_807823_4,Class switched memory B cells,-0.08822429091262989
421982_Aged2_421982_4,Mature naive B cells,0.21327601634105867
633210_Aged2_633210_4,CD8+CD103+ tissue resident memory T cells,-0.19197520561026632
698082_Aged2_698082_4,CD8+CD103+ tissue resident memory T cells,-0.5105809042001777
737423_Aged2_737423_4,CD4+ naive T cells,0.4490995801397143
387132_Aged2_387132_4,Mature naive B cells,0.19705199697761605
548151_Aged2_548151_4,CD4+ memory T cells,0.1981847583629493
303635_Aged2_303635_4,Nonswitched memory B cells,0.15075318007110974
344593_Aged2_344593_4,NK T cells,-0.30960348683845756
366587_Aged2_366587_4,CD56dimCD16+ NK cells,-0.24379519758611318
713785_Aged2_713785_4,CD8+ effector memory T cells,-0.5154790559895465
858975_Aged2_858975_4,Nonswitched memory B cells,0.04804869145701598
877656_Aged2_877656_4,Early erythroid progenitor,0.371387212263678
175655_Aged2_175655_4,CD4+ memory T cells,0.12032377742606208
776940_Aged2_776940_4,CD8+ effector memory T cells,-0.36114209187155566
858693_Aged2_858693_4,CD4+ memory T cells,-0.037801471953939424
400749_Aged2_400749_4,CD4+ naive T cells,0.2688060607983545
473474_Aged2_473474_4,CD4+ memory T cells,-0.29701089895702737
26015_Aged2_26015_4,Nonswitched memory B cells,0.11252516446944887
783236_Aged2_783236_4,Non-classical monocytes,0.6077421127411988
48385_Aged2_48385_4,CD8+CD103+ tissue resident memory T cells,-0.4289639126248151
72169_Aged2_72169_4,CD8+CD103+ tissue resident memory T cells,-0.11392436556014443
692650_Aged2_692650_4,CD8+ naive T cells,-0.2919228319010802
438602_Aged2_438602_4,Mature naive B cells,0.2520718163490902
621936_Aged2_621936_4,CD4+ memory T cells,0.1473955054547072
355940_Aged2_355940_4,Mature naive B cells,0.20311300724281892
612719_Aged2_612719_4,CD4+ memory T cells,0.30154933614183255
590327_Aged2_590327_4,CD8+ effector memory T cells,0.07708389919010634
849066_Aged2_849066_4,CD8+CD103+ tissue resident memory T cells,-0.4185370914165059
558344_Aged2_558344_4,Mature naive B cells,-0.04663803434778488
294515_Aged2_294515_4,CD4+ memory T cells,0.22019493458181078
119197_Aged2_119197_4,CD8+ effector memory T cells,0.39291408846677306
182497_Aged2_182497_4,CD4+ memory T cells,0.21453996051730162
540654_Aged2_540654_4,CD8+CD103+ tissue resident memory T cells,-0.582345965813667
803672_Aged2_803672_4,CD8+ effector memory T cells,0.01664114028271614
251459_Aged2_251459_4,CD8+ effector memory T cells,0.003027838338109327
529149_Aged2_529149_4,CD4+ memory T cells,-0.03021481254405523
837448_Aged2_837448_4,CD8+ effector memory T cells,-0.3691290159203048
330895_Aged2_330895_4,CD8+ central memory T cells,-0.09734202870740306
279399_Aged2_279399_4,Mature naive B cells,0.29886244780693794
665654_Aged2_665654_4,Nonswitched memory B cells,0.21176905932817486
617934_Aged2_617934_4,CD4+ memory T cells,-0.27695101797387295
718325_Aged2_718325_4,CD4+ memory T cells,0.18317925106688432
548588_Aged2_548588_4,Mature naive B cells,0.1343302744556857
266666_Aged2_266666_4,CD8+ effector memory T cells,0.12980840670067548
602151_Aged2_602151_4,Mature naive B cells,0.23644658233650823
839902_Aged2_839902_4,CD8+ central memory T cells,0.0008639095996672368
714786_Aged2_714786_4,Nonswitched memory B cells,0.12108508967383594
301505_Aged2_301505_4,CD8+ effector memory T cells,0.10558463583694871
739874_Aged2_739874_4,CD4+ memory T cells,0.18079363424127715
447404_Aged2_447404_4,Mature naive B cells,0.19872665222765099
401459_Aged2_401459_4,CD8+CD103+ tissue resident memory T cells,-0.4158450329871142
149802_Aged2_149802_4,Immature B cells,0.7250820559301767
219570_Aged2_219570_4,Mature naive B cells,0.25433844096423397
405276_Aged2_405276_4,CD4+ memory T cells,0.00967356213673088
36409_Aged2_36409_4,Nonswitched memory B cells,-0.5404089224647853
763798_Aged2_763798_4,Mature naive B cells,0.2521179288858406
80099_Aged2_80099_4,CD8+ effector memory T cells,0.22998690160079235
28080_Aged2_28080_4,CD4+ memory T cells,-0.3372875167015105
156218_Aged2_156218_4,CD8+ effector memory T cells,0.11676526743469344
771083_Aged2_771083_4,CD8+ effector memory T cells,0.4060558609927362
574850_Aged2_574850_4,Class switched memory B cells,0.19330009281723642
187360_Aged2_187360_4,Mature naive B cells,-0.37131569373222134
849628_Aged2_849628_4,CD4+ memory T cells,-0.19044078482583904
695574_Aged2_695574_4,Mature naive B cells,0.4125547050188317
711790_Aged2_711790_4,CD4+ memory T cells,-0.26561933239659
289972_Aged2_289972_4,CD8+CD103+ tissue resident memory T cells,-0.5906856345479058
575385_Aged2_575385_4,Pro-B cells,0.3522953372219953
14133_Aged2_14133_4,Lymphomyeloid prog,0.13367724521795876
132354_Aged2_132354_4,CD8+ effector memory T cells,-0.3956663332087987
388440_Aged2_388440_4,CD8+ effector memory T cells,-0.07126713306677653
143956_Aged2_143956_4,CD8+ effector memory T cells,0.12122459058962039
62186_Aged2_62186_4,CD4+ naive T cells,-0.0498687698718123
515959_Aged2_515959_4,CD8+CD103+ tissue resident memory T cells,-0.7147870273753563
852032_Aged2_852032_4,CD4+ memory T cells,-0.012427909375402953
696180_Aged2_696180_4,CD8+ effector memory T cells,0.20914080608401872
814201_Aged2_814201_4,CD4+ memory T cells,-0.3250022433610321
336675_Aged2_336675_4,Nonswitched memory B cells,-0.5100588413784009
510007_Aged2_510007_4,Nonswitched memory B cells,0.30837876982377527
855864_Aged2_855864_4,CD8+CD103+ tissue resident memory T cells,-0.5718075899838552
234254_Aged2_234254_4,CD8+CD103+ tissue resident memory T cells,-0.41911213389225704
223394_Aged2_223394_4,CD4+ memory T cells,-0.24133875689797826
801054_Aged2_801054_4,CD4+ naive T cells,0.4091658352274151
372326_Aged2_372326_4,CD8+CD103+ tissue resident memory T cells,-0.31365404198097135
696563_Aged2_696563_4,Early promyelocytes,0.4756576072203937
671599_Aged2_671599_4,CD8+ effector memory T cells,-0.012768003828636626
678287_Aged2_678287_4,Plasmacytoid dendritic cells,0.7015543551405107
498528_Aged2_498528_4,Immature B cells,0.7286256804687732
666197_Aged2_666197_4,CD4+ memory T cells,0.3536626006094347
665165_Aged2_665165_4,CD8+ effector memory T cells,0.2566646724873775
841093_Aged2_841093_4,CD8+CD103+ tissue resident memory T cells,-0.5983044056975294
855181_Aged2_855181_4,CD8+CD103+ tissue resident memory T cells,-0.6602370491412809
101073_Aged2_101073_4,Mature naive B cells,0.15168856906122402
873845_Aged2_873845_4,CD56dimCD16+ NK cells,-0.3756927268673331
575399_Aged2_575399_4,Mature naive B cells,0.28368320339879394
774317_Aged2_774317_4,GammaDelta T cells,-0.611978804344408
475559_Aged2_475559_4,CD8+ effector memory T cells,0.42252649959779776
614871_Aged2_614871_4,CD4+ memory T cells,-0.2192853300756923
164512_Aged2_164512_4,CD4+ memory T cells,0.15533025643314163
326772_Aged2_326772_4,Mature naive B cells,-0.009066308866878862
881573_Aged2_881573_4,CD8+ effector memory T cells,0.3588536353878267
528579_Aged2_528579_4,Mature naive B cells,-0.07641932205583661
763183_Aged2_763183_4,CD8+ central memory T cells,-0.31227252090763025
361859_Aged2_361859_4,Mature naive B cells,0.23443518978660957
256498_Aged2_256498_4,CD8+ central memory T cells,-0.17875055241025167
203439_Aged2_203439_4,CD8+ effector memory T cells,-0.04753349446000629
511683_Aged2_511683_4,CD4+ memory T cells,-0.3771668926505828
257730_Aged2_257730_4,CD4+ memory T cells,-0.020597891323594603
710239_Aged2_710239_4,CD4+ memory T cells,-0.1458957283450995
113744_Aged2_113744_4,GammaDelta T cells,-0.3156147973848729
579413_Aged2_579413_4,CD4+ memory T cells,-0.6781465829152665
437994_Aged2_437994_4,CD4+ memory T cells,-0.25759069090272296
49341_Aged2_49341_4,CD8+ effector memory T cells,0.20346865425106106
476957_Aged2_476957_4,CD4+ memory T cells,0.18065756877417374
190691_Aged2_190691_4,CD4+ memory T cells,-0.5731216530289667
214996_Aged2_214996_4,CD4+ memory T cells,0.2908284121663836
524435_Aged2_524435_4,Mature naive B cells,0.5083035762044847
297192_Aged2_297192_4,Mature naive B cells,0.2789896538553772
675614_Aged2_675614_4,CD8+ central memory T cells,-0.16303322262109385
316437_Aged2_316437_4,Nonswitched memory B cells,0.08468555297288337
695559_Aged2_695559_4,CD4+ naive T cells,0.3687714416851979
750555_Aged2_750555_4,CD8+CD103+ tissue resident memory T cells,-0.6660156352842922
457287_Aged2_457287_4,Mature naive B cells,0.29539796718993394
742920_Aged2_742920_4,Mature naive B cells,0.2031167780664656
427106_Aged2_427106_4,Mature naive B cells,0.23838573079676637
821451_Aged2_821451_4,CD8+CD103+ tissue resident memory T cells,-0.19301398749458173
731109_Aged2_731109_4,CD8+ central memory T cells,-0.0724143469548163
770140_Aged2_770140_4,Nonswitched memory B cells,0.19838985004438445
581747_Aged2_581747_4,Pro-B cells,0.2162159773627389
76866_Aged2_76866_4,Pro-B cells,0.12778085576572618
639063_Aged2_639063_4,CD8+ effector memory T cells,-0.49414139977465066
542780_Aged2_542780_4,CD4+ memory T cells,-0.2992390514971277
460068_Aged2_460068_4,Immature B cells,0.7647586434936101
126757_Aged2_126757_4,CD4+ memory T cells,-0.6196560043886595
683808_Aged2_683808_4,CD4+ memory T cells,0.24228675959461804
621243_Aged2_621243_4,CD4+ memory T cells,-0.0451681899434726
377005_Aged2_377005_4,Nonswitched memory B cells,0.2019048248506288
76015_Aged2_76015_4,CD8+CD103+ tissue resident memory T cells,-0.33602614017022187
687690_Aged2_687690_4,CD8+ effector memory T cells,0.179303063077362
451683_Aged2_451683_4,CD8+ central memory T cells,-0.018116443899447787
177288_Aged2_177288_4,CD8+ central memory T cells,-0.03748167064752561
879211_Aged2_879211_4,Mature naive B cells,0.21445773417740516
96029_Aged2_96029_4,Mature naive B cells,0.04140846233990815
824900_Aged2_824900_4,CD8+ effector memory T cells,-0.06832991490228481
448909_Aged2_448909_4,CD4+ memory T cells,0.26413030325281833
672083_Aged2_672083_4,CD8+ effector memory T cells,0.39406243709165756
282561_Aged2_282561_4,Myelocytes,-0.8712381912034242
595253_Aged2_595253_4,CD8+ central memory T cells,-0.3528242094153332
43969_Aged2_43969_4,Nonswitched memory B cells,-0.610098188703384
84883_Aged2_84883_4,CD8+ effector memory T cells,0.32702377100528457
576925_Aged2_576925_4,CD4+ naive T cells,0.04033648828922634
